,0,1,2,3,4,5,6,7,8,9,Date
47,36.20840549,37.0842415001,39.1307931395,43.2975221302,40.5055373101,30.1937743731,39.3356144885,43.4583842169,37.3869455622,31.7696427132,2014-12-30
48,33.6028696763,35.6955528143,27.2794248133,33.3992481914,40.1371415795,45.4792129063,24.957015975,33.2364430813,27.840118603,47.9461728871,2014-12-29
49,33.3018858188,35.5904878795,25.9110080145,33.2826849952,40.1897957857,42.4494280309,25.3311752317,33.2570685738,25.8093677975,47.2946952125,2014-12-29
50,32.490823405,35.0193914822,26.454061559,32.664295927,40.2070470074,43.0203271898,24.0248247404,32.6008058057,26.4466906227,47.1881432432,2014-12-29
51,32.6599477448,35.2883140716,24.6060500503,32.2415562968,40.2624260929,40.8884937627,24.9639348597,32.5813939704,23.7468159567,46.6792157621,2014-12-29
52,32.5040399723,34.853877654,24.9190955913,31.8838202893,40.271627763,41.8566864681,23.918327274,32.1878997252,25.6360434318,46.2617207367,2014-12-29
53,32.3212260818,35.3271214165,25.456953867,31.6964369746,40.2707325915,41.274931328,24.6534805639,32.8120841029,22.8531164108,46.8143493287,2014-12-29
54,33.2268592954,35.0790076083,25.6995798391,32.9799957644,40.2104365911,42.6722343376,24.3082758249,32.5657194252,26.9029116631,47.1920380796,2014-12-29
55,33.4150424776,36.0312053356,27.1940932421,33.6579552482,40.0978266693,44.8606808727,25.7762693428,33.7785228432,26.7937884759,47.6124682972,2014-12-29
56,34.7619949941,36.2071762046,28.3759692411,35.5086888647,40.0164285592,47.6148078138,25.8017861416,34.7283800664,31.5664181514,49.3096680506,2014-12-29
57,35.9769881912,37.2248803347,30.5635493112,37.2481210041,39.8328886085,50.3817054656,27.5000528881,35.4471765387,32.6741241721,50.2667871949,2014-12-29
58,37.1953402387,37.5094367566,32.9430241625,39.2624434922,39.7151256348,54.9459704565,28.112897923,37.4349995396,37.368640949,52.0265806096,2014-12-29
59,38.6103007357,38.7207771485,34.6732710416,40.8512320889,39.5417366928,57.4905270572,29.2322510666,37.7712423608,39.3910709204,52.6585925573,2014-12-29
60,39.1669832821,38.7738525454,35.531021208,42.1949283353,39.5139646422,60.3630206995,29.7773119382,38.8229203337,42.2258577009,54.2536337928,2014-12-29
61,40.2334031936,39.3895381393,36.9897889693,42.6488250453,39.3737227668,60.9169961988,30.232413712,39.0490526756,42.6524980611,54.1869524547,2014-12-29
62,39.5208629479,39.0670993793,36.2176377277,43.1533748297,39.4584823822,62.4667634269,30.2180876663,39.5194751014,43.6979730659,54.4755637989,2014-12-29
63,39.7741560534,39.0565850261,36.3174263223,42.199132919,39.4122284999,59.3526244398,30.012723993,38.7421801594,42.0419241868,53.9013026591,2014-12-29
64,38.5293921537,38.65200526,34.9525099634,41.4229918752,39.5849915613,59.0678497371,29.5105329297,38.6031241149,40.7930517148,53.3474936796,2014-12-29
65,38.2602341662,38.0781233368,33.5068334633,40.5078182331,39.5985986099,56.4035208071,28.827111669,37.2753472076,38.4860134055,52.3337758286,2014-12-29
66,36.9980628131,37.7160655657,32.2917793372,38.3891392236,39.7580324864,53.994731911,27.8931681049,36.8418166981,36.0172589933,51.4085283119,2014-12-29
67,36.276135581,37.0783288809,30.744266077,37.7074768937,39.8082269637,51.4577444342,27.5265485861,35.8420302649,33.9942268363,50.5232312465,2014-12-29
68,35.4246942887,36.7601660535,29.5170899211,36.0638829449,39.9562080113,49.9413071557,26.7180194973,35.2517192879,32.6241383495,49.9262872569,2014-12-29
69,35.0357922421,36.4543864307,29.3165076684,36.3814082482,39.9735212553,47.9926284006,26.2646860801,34.5176985061,29.9814800458,49.3162203175,2014-12-29
70,34.2858752915,36.1183362972,27.8661374823,34.3047531969,40.0582333416,46.7976635359,25.841040422,34.5193411018,30.0793705809,48.6456623176,2014-12-29
71,33.9022688197,35.9820892346,28.0090781073,34.882901805,40.0590468257,46.4181458692,25.7189632661,33.5980939899,28.208980862,48.2174180236,2014-12-29
72,25.6288170761,32.9051872745,35.4230929955,30.6975834324,28.3976108587,33.4266120907,49.4298657957,37.3056413031,32.5985089814,33.146051849,2014-12-28
73,23.9707744579,31.566604619,36.1127107733,31.2555168276,27.4516188589,33.0359437721,49.2034485107,35.9316297405,31.8046426709,32.2139232608,2014-12-28
74,24.0331871201,31.3898420312,34.5139577747,29.7808186523,26.8654323061,32.6308449824,48.7223279695,35.4681197857,31.6214950852,32.4213193028,2014-12-28
75,22.3052354202,30.2879930661,34.7988623496,29.6351409648,26.1709659768,32.4450243905,48.8484243378,34.7749580889,31.0622523293,31.1157417677,2014-12-28
76,23.0218045712,30.1716143874,34.4306572245,29.231298286,25.8926541195,32.2418350046,48.2278380355,34.4885880589,31.0169160063,31.6433642127,2014-12-28
77,22.4995001831,30.6024328573,34.2278609367,29.812426444,25.7575918068,32.3594191237,48.830434267,34.7594637343,31.0499203749,31.525880173,2014-12-28
78,23.8439936388,31.3126948185,34.7629191129,30.0101988647,27.5353359349,32.8753382643,48.6575971069,35.4711096482,31.5321251698,32.3501845913,2014-12-28
79,25.4735235101,32.4848275239,36.141165638,30.9841924535,28.1769049267,33.8169788359,49.7873592181,36.8752908866,32.9191691005,32.9089749549,2014-12-28
80,28.2438418161,36.3026057741,37.2969417755,33.0020324059,30.8527292117,34.8742046699,50.0308306367,38.9396140195,33.3617343297,34.278336805,2014-12-28
81,30.8220438923,36.4296571454,39.6539264915,33.7871531556,32.1645792346,36.6145345668,51.3847397974,42.0372024095,35.9776372456,35.5252730845,2014-12-28
82,34.5287018588,41.7080640371,41.346331864,36.2632705363,35.6983223959,37.6118280797,52.0998667121,44.1278132985,36.7204610256,37.1896197442,2014-12-28
83,36.1385745991,41.5426720116,42.7938788909,37.0461001518,36.8533031323,39.398274481,53.0596490968,46.6724823177,38.8832236702,38.4129760368,2014-12-28
84,38.9818987896,45.3837881392,44.3022644924,38.9577822767,39.5169404559,40.1092410535,53.3965308376,48.0866347193,39.4390117481,39.4279032072,2014-12-28
85,39.5956740144,45.2045770913,44.5957427436,39.4315832973,39.6708065958,40.7324137639,54.1420726203,49.5251587237,40.0377211639,39.9434996134,2014-12-28
86,39.5204302218,46.0615970587,45.519642687,39.2208871418,39.995478323,40.6106979862,53.7629887944,49.4739743921,40.4535132083,40.1066840042,2014-12-28
87,39.5997986563,44.7178702491,43.9498111196,38.8483099458,39.21593815,39.9447044253,53.6313338448,48.4773881988,39.6442334259,39.4251464246,2014-12-28
88,37.5592784377,43.213728446,44.0537936171,37.947267331,37.6988181687,39.7350518317,53.2172616551,46.9666725306,39.1661930641,38.6350099296,2014-12-28
89,34.8894751304,41.7872697138,41.9678321544,36.7803408194,36.8996457162,38.2083060404,52.5055833755,45.3331365619,37.4026526528,38.1301217689,2014-12-28
90,33.6061537125,39.9361934027,41.4583309583,35.784653049,34.0514648112,37.6852421358,51.9404953908,43.3790064786,37.000663714,36.1306762815,2014-12-28
91,31.0592685402,37.9879095853,39.3554547885,34.0892997139,33.8419291515,36.3602662746,51.3149235796,42.4879623991,35.3567229096,36.4682198156,2014-12-28
92,29.7231901809,36.7045420983,38.9195640882,33.8703420076,31.2466541099,35.8673079614,50.7764214877,40.5759381561,35.0890482604,34.4810103588,2014-12-28
93,27.9873731657,35.1071179977,37.680297166,32.3095126721,31.4777755545,34.8505855105,50.3163904521,39.5334003578,33.9104585254,34.9125506848,2014-12-28
94,27.1809918084,34.6178546486,36.9665345977,32.2481301921,29.3690807051,34.7588562976,49.9493437588,38.6905520881,33.7863560751,33.3825105583,2014-12-28
95,26.4314444398,33.2269280354,36.8527227589,31.4536442768,29.784908257,33.9890593153,49.7729654082,37.0819742978,32.8321151857,33.9198776603,2014-12-28
96,43.2376959841,33.3751626094,34.217432868,38.2946654387,41.3626162063,31.9023086422,35.240369877,42.8067371225,24.6953377002,32.5439732611,2014-12-27
97,42.9640470962,32.9861586301,33.5931559321,38.0050575711,41.524823426,30.4445942161,33.8086401857,41.2810018561,24.0317328777,32.5147385981,2014-12-27
98,42.7657997035,33.0555449332,32.0576287776,37.3338038195,40.609175868,30.7035983039,33.4046659826,41.5089186839,22.6036643005,32.3758711406,2014-12-27
99,42.5747280878,32.6724405843,31.8772530221,37.4011906466,40.6843604985,29.2467460189,31.975316855,40.361954451,22.7142093389,32.1035644366,2014-12-27
100,42.29945811,32.769312269,31.9945052709,36.7075033338,40.2971533777,29.6852661251,32.0429333934,41.0488984481,21.6903411453,32.2105327974,2014-12-27
101,42.7730931511,32.7166781056,30.7373543489,37.3387940931,40.4763794535,29.5190699023,31.8927193295,40.4068812236,22.1093225323,32.0817008874,2014-12-27
102,42.6530072876,33.0274399533,33.1221993247,37.436538666,40.9961817835,30.4740286514,33.8500027125,41.630878618,22.6024735048,32.3808900325,2014-12-27
103,43.3656507045,33.3423145581,33.6132740514,38.3942292006,41.3881848148,32.2344355855,35.0341972699,42.118436232,25.2230640017,32.7353481097,2014-12-27
104,43.9155251828,33.9990065429,37.4327637498,39.267235382,42.6997333231,34.0154734339,38.5682669694,43.7533291071,27.2762057645,33.0710323753,2014-12-27
105,44.8382047665,34.4985757083,39.3027282141,41.0146776294,43.3835643758,37.0918473306,41.8432858273,45.0137493359,30.1559271891,33.8541613816,2014-12-27
106,45.6823426436,35.4865146357,43.063072579,41.8198311743,44.9443190196,39.4754340496,45.3418518567,46.9309454121,32.6646172644,34.1142873562,2014-12-27
107,46.3248836166,35.8057833092,45.1866308051,43.765538439,45.5425442644,41.6658804981,48.4901532991,47.9886903116,35.8848306295,34.8846483953,2014-12-27
108,46.9805376763,36.3766037748,47.7870083904,43.9280423118,46.4041735577,44.0494089166,51.7245296836,49.2028205521,36.8699267686,34.9617652542,2014-12-27
109,47.2293748064,36.5610329622,47.627234303,44.8801808828,46.5973796797,44.4310648892,52.005607964,49.8435273213,38.903341219,35.2902352987,2014-12-27
110,47.3856885946,36.6392550618,49.5776084677,44.6050463895,46.8252141263,45.3990121432,53.2634238683,50.0289360029,38.1731231994,35.2757926923,2014-12-27
111,46.8546239364,36.2723228108,46.8653687529,44.5003898671,46.3951292277,43.4751200347,51.4881778633,49.2976707744,37.9368871282,35.1588362228,2014-12-27
112,46.8267154561,36.0381604595,46.8546355924,43.7789918121,46.0175370782,42.8595659459,50.1530306189,48.6267355574,36.5696528126,34.8003912633,2014-12-27
113,45.8168331456,35.4952691808,43.6001569038,42.9201626178,45.0223250539,40.2382003973,46.9342929664,47.4133002229,34.3099802104,34.4250114756,2014-12-27
114,45.6246699644,35.1530350506,42.8632611309,41.8661061172,44.5663493669,39.4190664942,45.5567486277,46.2177563042,32.6832784563,34.173321474,2014-12-27
115,44.8189765915,34.6971326561,39.818475501,41.0081287541,43.5861464329,37.1329860875,41.9838567716,45.7826035235,29.6422899964,33.676112148,2014-12-27
116,44.651270374,34.3316010008,39.3360857228,40.191036846,43.2856651627,36.2097065046,40.5764990601,44.0224504857,29.5507872606,33.4968296836,2014-12-27
117,44.0146915484,34.1029248353,36.7962656439,39.6535132949,42.5450337435,34.5281257233,38.6394716449,43.8426182846,26.45895674,33.1788652638,2014-12-27
118,43.8527346619,33.8192144129,36.7532485357,38.998210101,42.3122759562,33.4770952573,37.6828213385,42.7754955743,27.0593024808,33.0104681422,2014-12-27
119,43.4683235462,33.5438229692,34.2083247298,38.8534123195,41.7691052412,32.2978637755,35.8639332007,42.8693106791,25.1066729958,32.8272276629,2014-12-27
120,33.4928396768,27.016651395,39.8095868338,32.634413869,31.1845861574,44.964389632,41.600452157,37.6065834543,31.7715433771,32.4562235593,2014-12-26
121,32.9427538272,26.3721522337,39.1218137735,31.9033889443,29.9066797838,44.5051308163,41.1802728523,37.661102309,31.6988628258,32.5744188639,2014-12-26
122,31.8115474176,25.3773971222,39.4703481153,31.6800103334,29.4336106358,44.4719672187,41.1291648338,36.9267514071,31.6501784291,31.4355525395,2014-12-26
123,32.2617867375,25.1289900216,38.8131126295,30.7954426603,29.1066262999,44.1421506202,40.6936060897,37.0618395741,31.6719615167,31.0009122165,2014-12-26
124,31.2339178649,24.5244497272,39.2243659225,30.8346202802,28.6786263918,44.2161958366,40.9566881171,36.6790739171,31.558553501,30.498890403,2014-12-26
125,32.2892503259,24.7914260512,38.7898464766,30.6906713891,28.5001110705,44.0175825381,40.6590795772,36.804059,31.689985513,31.5393076704,2014-12-26
126,31.9876132023,26.3896637716,39.5507642872,31.2841131689,29.1412616698,44.670675198,41.2879527407,37.1465355741,31.6097360009,31.181789701,2014-12-26
127,33.5291246568,26.6139592484,39.5251653179,32.9820430919,31.5806373049,44.7235690427,41.3229578125,37.8741039522,31.8126396984,33.7460057036,2014-12-26
128,35.0682775048,29.6583407962,40.318673574,34.7716253748,33.0603117436,45.4992392278,42.2721829118,38.6781115232,31.8569753125,34.4790319443,2014-12-26
129,36.6443176618,31.5196531396,40.7854257199,36.6307851399,36.4069966031,46.2055781724,42.7071907362,39.6597374703,32.0607919109,38.1254754765,2014-12-26
130,38.8121920911,34.0558008349,41.7424475264,38.6109341553,38.5450235793,46.6449390711,43.6652366784,41.0682326394,32.1136927396,40.0017555435,2014-12-26
131,40.0862130797,36.5414793531,42.1265625423,41.4865146384,42.2289005594,47.6765494902,44.0928200682,41.8945664328,32.364970024,43.1731599051,2014-12-26
132,41.5563903446,37.9301669503,42.7526716949,42.0809163744,42.3411608488,47.7132156536,44.9312518835,42.8617041918,32.3578245773,43.966920864,2014-12-26
133,42.589714984,38.4983050704,42.8733246081,43.4854391891,44.911835174,48.2313443666,44.8693317069,43.0285458567,32.4921190064,45.9099087808,2014-12-26
134,41.7179315022,39.0715560452,42.8927585114,43.2972718486,44.2548932519,48.1316362629,45.1827468166,43.4311527258,32.3993937913,45.2811128772,2014-12-26
135,42.0707888638,38.031794369,42.7806757089,43.1047377673,43.6264604428,47.9644147194,44.6790861724,42.7394612972,32.4490230034,44.2454333019,2014-12-26
136,40.4232969754,36.6125942651,42.2220438331,41.2463535588,41.8639238239,47.5995920905,44.5383154704,42.4778372933,32.2896995189,43.6004199101,2014-12-26
137,40.1120105715,35.1976778676,41.9737282959,39.4801758057,40.4485888603,47.0294008757,43.934994216,41.1437778788,32.2829508102,41.5712841363,2014-12-26
138,37.6309774288,33.1650291442,41.6028309985,38.5310906267,37.9506156794,46.7018305545,43.3765117045,41.3542869223,32.0788963101,40.1195216547,2014-12-26
139,37.4651978014,32.2079499788,40.7206163227,36.9190921063,36.9855503223,46.0091273888,42.8838229839,39.5725649386,32.0891843825,38.1615900437,2014-12-26
140,35.8625479897,30.0231979747,40.7735654341,35.8708504104,34.6617446547,45.8974869104,42.5562303886,39.7597861899,31.9063992985,36.9891763297,2014-12-26
141,35.0188547199,29.9660541932,40.2248430102,34.9177005072,34.271252387,45.3700269878,42.2102946524,38.4881871991,31.9287453822,35.0034490323,2014-12-26
142,34.7631733505,28.0321285298,40.1530669928,33.9581959994,32.355760045,45.3552349058,41.9678520228,39.0847631157,31.8032144577,34.6090303204,2014-12-26
143,33.8111639449,27.9386814623,39.7629017158,33.528647697,31.7320448878,44.8840060097,41.6498477119,37.6736566603,31.8371555886,33.8089807283,2014-12-26
144,26.5526986856,44.2453280775,34.9399801992,32.9861300605,39.318713827,35.9523663498,37.4028982285,24.9840542197,31.0749866666,37.3117143366,2014-12-25
145,25.9499460323,44.1053343866,33.94897376,32.6092633323,37.9172417408,34.9752067811,36.5858336044,23.3305595543,31.2397724311,37.5757696374,2014-12-25
146,25.8762125856,44.1518601946,31.8237474944,31.7250955555,37.7872129577,34.6974660418,35.9529880118,23.6901251093,30.6742844614,35.6202939201,2014-12-25
147,25.6042761081,43.8862743087,32.9049126994,31.6994415428,36.8166244077,34.0722778941,35.1340104421,22.423415757,30.107366573,36.2309402022,2014-12-25
148,25.1796913963,44.019640252,30.7266508015,30.5200059855,37.5037520033,34.4599300354,35.6223933355,22.8051752292,30.0361161581,34.8500046335,2014-12-25
149,25.7961719664,43.9516138088,32.4768385057,31.7608162058,36.4506426875,34.537694673,35.2980634928,23.0467909198,30.3364641645,36.4160820768,2014-12-25
150,25.6498215256,44.1455701978,33.0038716057,31.6153288663,38.3019198081,34.5427351538,36.0004693889,23.2932903098,30.5507765598,35.9016088968,2014-12-25
151,26.7952888924,44.1818856506,34.7365200128,33.5384827586,38.2419142464,36.1928979833,37.7458942127,24.7193146362,31.6138758281,37.9968704816,2014-12-25
152,27.2377265649,44.6676637978,38.0714135849,35.1612195366,41.2033698265,37.3351121915,38.3631586151,25.7675319313,32.4806825523,39.5074289062,2014-12-25
153,28.6920582986,44.8060496365,40.761192157,36.824277442,42.1659842079,39.2149101649,41.6046065282,27.1512726659,34.4442751813,41.8803869564,2014-12-25
154,29.5126405303,45.2142777695,43.8143356492,39.7959929975,44.8428019958,40.9971600651,42.5888651609,29.0870511763,35.3264701513,44.7169168588,2014-12-25
155,30.6672240758,45.4506611705,47.4117163009,40.4931653463,46.0735176118,42.8144756897,45.6243546548,30.1675080797,37.2772176307,46.2818106447,2014-12-25
156,31.0510087376,45.7680066677,48.9268103656,42.9539372369,47.4294786044,43.3419805624,45.9587670895,31.5009305988,37.4365799026,48.1085945692,2014-12-25
157,31.8448119198,45.8176544023,50.6363797049,43.2216280275,48.07153764,44.441919844,47.9817143215,31.839818686,38.4558859832,48.8577383004,2014-12-25
158,31.6415495969,45.841690863,50.4537020513,43.681199213,48.3509028474,44.1317158896,46.549672199,32.0851523058,38.282886137,49.0779386942,2014-12-25
159,31.2204794876,45.7394728313,49.6694432459,42.8593135874,47.7811063448,43.9289423735,47.3920062946,31.8231874537,38.1228733666,48.6535018833,2014-12-25
160,31.1194424141,45.6173838135,47.7056742848,41.3446892563,46.1744653024,42.6412517952,44.8396885479,30.7238929259,36.7272947416,46.8722273974,2014-12-25
161,29.8890476858,45.384644765,45.1259321632,40.5325159819,45.4929824949,42.4467705086,45.095887013,29.7443583149,36.6657628159,45.2285313315,2014-12-25
162,29.4698072704,45.1014262933,43.2209612826,38.3221605276,43.6037891615,40.046488544,42.1061520033,28.3466825559,35.1077739317,44.2856698497,2014-12-25
163,28.3133239403,44.9961787385,40.9728911645,38.0061785461,43.0062482312,40.1307634995,41.8696159666,27.5304587926,34.5643402657,42.0991734308,2014-12-25
164,28.0549763497,44.712053238,38.2902515354,35.761934091,41.2490532589,38.1803445893,39.6996177347,26.5517732739,33.3665802728,41.5612517861,2014-12-25
165,27.4270972655,44.591096893,39.1525332056,35.4417229885,40.8157531084,37.9310803646,40.1645477241,26.1056027919,33.0325165423,39.4163203177,2014-12-25
166,27.1614265528,44.4673691526,35.9208754026,34.1127372911,40.1702870479,36.4707172929,37.8372845354,25.1901325873,32.0405622558,39.4693879411,2014-12-25
167,26.6735135455,44.3531747138,35.9864505775,33.9521532493,39.156737605,36.4489552996,38.3123778626,24.7908009138,32.3782141343,37.9705659387,2014-12-25
168,27.8135411659,32.5447470216,29.3733429403,33.8639933922,23.6445905656,32.6477783888,38.9849397946,42.0927034177,35.5668809174,45.7351444014,2014-12-24
169,26.6418931982,32.0295172306,29.4463696332,33.5036155617,22.8960337886,32.5295422818,38.9122557269,41.4098679238,36.0785797473,44.1101311361,2014-12-24
170,26.5274659521,31.1134835787,28.879326817,33.2116137779,23.0936154325,31.6170238476,38.5420568683,40.9298294652,34.9855767719,44.4927460083,2014-12-24
171,24.5702649685,30.5750297933,28.9885653644,32.5503678774,22.675303627,30.9375303527,38.3064404732,40.1110838439,34.799523267,43.5132976538,2014-12-24
172,25.3800513679,29.6760434456,28.3365251527,32.5445630087,22.7774997786,31.0285244557,38.224639781,40.0953098904,34.7322461178,43.753145954,2014-12-24
173,24.7542968914,30.1557837853,28.799879564,32.5321436727,22.7714864444,30.7246315429,38.2814671192,40.221973439,34.6019272874,43.3997427905,2014-12-24
174,26.6458432449,31.5561038813,28.8218494204,33.0902259248,23.2261761344,32.1022699056,38.5473684546,41.0594880244,35.7370577206,44.6538352386,2014-12-24
175,27.2687560625,32.8472864792,30.0056922218,34.1358610358,23.3742771221,32.7832351347,39.1760342084,41.7591718362,35.8467228552,44.9160815023,2014-12-24
176,31.0135211256,35.5830709927,30.5673621868,34.8448100444,24.2618513566,35.8800117306,39.9524149201,43.6748857015,37.3568544073,47.0291838975,2014-12-24
177,32.550862339,36.9642915849,32.2686280192,36.5517657384,24.9715129845,36.4879965165,40.7598185565,45.6956586963,38.5545289505,48.2652526809,2014-12-24
